,Nombre del jugador,Posición,Equipo,Edad,Minutos jugados,Goles anotados,Asistencias anotadas,Goles anotados esperados,Goles encajados (Porteros),Paradas (Porteros),Porterías a cero (Porteros),Goles encajados jugando,Goles encajados esperados,Valor de Mercado,Liga
1443,Reece Oxford,2,66,19.0,505.0,0.0,1.0,0.3,0.0,0.0,0.0,25.0,13.5,3000000,4
1444,Marco Richter,3,66,20.0,1426.0,4.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,10000000,4
1445,Julian Schieber,4,66,29.0,258.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,750000,4
1446,Jonathan Schmid,2,66,28.0,2520.0,3.0,7.0,0.8,0.0,0.0,0.0,58.0,51.7,5000000,4
1447,Jozo Stanic,3,66,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000,4
1448,Georg Teigl,3,66,27.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000,4
1449,Ludwig Augustinsson,2,53,24.0,3026.0,1.0,4.0,1.5,0.0,0.0,0.0,48.0,54.5,12000000,4
1450,Philipp Bargfrede,3,53,29.0,1079.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2500000,4
1451,Fin Bartels,3,53,31.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000,4
1452,Johannes Eggestein,4,53,20.0,1113.0,4.0,1.0,4.6,0.0,0.0,0.0,0.0,0.0,10000000,4
1453,Maximilian Eggestein,3,53,21.0,3052.0,5.0,4.0,2.1,0.0,0.0,0.0,0.0,0.0,30000000,4
1454,Marco Friedl,2,53,20.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,3500000,4
1455,Theodor Gebre Selassie,2,53,31.0,2814.0,3.0,2.0,3.9,0.0,0.0,0.0,46.0,50.8,2500000,4
1456,Florian Kainz,4,53,25.0,373.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,3000000,4
1457,Stefanos Kapino,1,53,24.0,45.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1000000,4
1458,Davy Klaassen,3,53,25.0,2816.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,22000000,4
1459,Sebastian Langkamp,2,53,30.0,1414.0,0.0,0.0,1.2,0.0,0.0,0.0,25.0,25.8,2000000,4
1460,Kevin Mohwald,3,53,25.0,873.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4000000,4
1461,Niklas Moisander,2,53,32.0,2637.0,0.0,0.0,0.4,0.0,0.0,0.0,36.0,46.3,2000000,4
1462,Yuya Osako,4,53,28.0,1346.0,3.0,2.0,3.4,0.0,0.0,0.0,0.0,0.0,5000000,4
1463,Jiri Pavlenka,1,53,26.0,2977.0,0.0,0.0,0.0,47.0,106.0,5.0,0.0,0.0,12000000,4
1464,Claudio Pizarro,4,53,39.0,692.0,5.0,2.0,3.1,0.0,0.0,0.0,0.0,0.0,500000,4
1465,Luca Plogmann,1,53,18.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500000,4
1466,Milot Rashica,4,53,22.0,1550.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,20000000,4
1467,Nuri Sahin,3,53,29.0,1476.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,2500000,4
1468,Josh Sargent,4,53,18.0,212.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,6000000,4
1469,Milos Veljkovic,2,53,22.0,1877.0,1.0,0.0,0.8,0.0,0.0,0.0,34.0,37.2,8000000,4
1470,Kaan Ayhan,2,77,23.0,2449.0,4.0,1.0,2.3,0.0,0.0,0.0,52.0,50.6,9000000,4
1471,Aymen Barkok,3,77,20.0,510.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2000000,4
1472,Adam Bodzek,3,77,32.0,1596.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,400000,4
1473,Robin Bormuth,2,77,22.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.9,1750000,4
1474,Oliver Fink,3,77,36.0,1055.0,3.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,250000,4
1475,Rouwen Hennings,4,77,30.0,1833.0,7.0,4.0,8.5,0.0,0.0,0.0,0.0,0.0,1500000,4
1476,Andre Hoffmann,2,77,25.0,1049.0,0.0,0.0,0.3,0.0,0.0,0.0,21.0,24.0,2500000,4
1477,Kenan Karaman,4,77,24.0,919.0,3.0,1.0,3.4,0.0,0.0,0.0,0.0,0.0,2500000,4
1478,Dawid Kownacki,3,77,21.0,575.0,4.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,9000000,4
1479,Davor Lovren,3,77,19.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000,4
1480,Dodi Lukebakio,4,77,20.0,1972.0,10.0,3.0,12.7,0.0,0.0,0.0,0.0,0.0,18000000,4
1481,Alfredo Morales,3,77,28.0,1532.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3000000,4
1482,Benito Raman,3,77,23.0,1681.0,10.0,4.0,7.4,0.0,0.0,0.0,0.0,0.0,10000000,4
1483,Michael Rensing,1,77,34.0,2880.0,0.0,0.0,0.0,62.0,108.0,5.0,0.0,0.0,500000,4
1484,Marcel Sobottka,3,77,24.0,942.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3500000,4
1485,Kevin Stoger,3,77,24.0,2118.0,1.0,7.0,2.4,0.0,0.0,0.0,0.0,0.0,5000000,4
1486,Markus Suttner,2,77,31.0,489.0,1.0,1.0,0.2,0.0,0.0,0.0,9.0,12.3,1500000,4
1487,Jean Zimmer,2,77,24.0,1435.0,1.0,2.0,0.5,0.0,0.0,0.0,33.0,30.0,2750000,4
1488,Matthias Zimmermann,2,77,26.0,3049.0,1.0,3.0,0.5,0.0,0.0,0.0,65.0,62.3,5000000,4
1489,Florian Baak,3,47,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000,4
1490,Per Ciljan Skjelbred,3,47,31.0,997.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1750000,4
1491,Palko Dardai,4,47,19.0,113.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1000000,4
1492,Vladimir Darida,3,47,27.0,376.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4000000,4
1493,Javairô Dilrosun,4,47,20.0,898.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,12000000,4
1494,Ondrej Duda,3,47,23.0,2563.0,11.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,17000000,4
1495,Marko Grujic,3,47,22.0,1780.0,5.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,20000000,4
1496,Vedad Ibisevic,4,47,33.0,1807.0,10.0,2.0,12.4,0.0,0.0,0.0,0.0,0.0,2000000,4
1497,Rune Jarstein,1,47,33.0,2745.0,0.0,0.0,0.0,48.0,96.0,8.0,0.0,0.0,2000000,4
1498,Dennis Jastrzembski,4,47,18.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000,4
1499,Salomon Kalou,4,47,32.0,2317.0,8.0,2.0,10.1,0.0,0.0,0.0,0.0,0.0,3000000,4
1500,Lukas Klunter,2,47,22.0,592.0,0.0,0.0,0.2,0.0,0.0,0.0,12.0,11.1,4000000,4
1501,Pascal Kopke,4,47,22.0,74.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1000000,4
1502,Thomas Kraft,1,47,30.0,315.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,750000,4
1503,Mathew Leckie,4,47,27.0,941.0,2.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,3500000,4
1504,Arne Maier,3,47,19.0,2064.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,24000000,4
1505,Maximilian Mittelstadt,2,47,21.0,1804.0,1.0,1.0,1.3,0.0,0.0,0.0,32.0,38.8,11000000,4
1506,Peter Pekarik,2,47,31.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.4,800000,4
1507,Marvin Plattenhardt,2,47,26.0,1924.0,1.0,2.0,0.8,0.0,0.0,0.0,35.0,36.9,10000000,4
1508,Karim Rekik,2,47,23.0,2068.0,0.0,0.0,0.6,0.0,0.0,0.0,41.0,45.5,15000000,4
1509,Davie Selke,4,47,23.0,1739.0,3.0,5.0,5.2,0.0,0.0,0.0,0.0,0.0,15000000,4
1510,Niklas Stark,2,47,23.0,1868.0,1.0,0.0,0.8,0.0,0.0,0.0,31.0,39.7,20000000,4
1511,Jordan Torunarigha,2,47,20.0,1158.0,2.0,2.0,1.1,0.0,0.0,0.0,16.0,17.8,10000000,4
1512,Ridle Baku,3,68,20.0,937.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,3500000,4
1513,Leandro Barreiro Martins,3,68,18.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,4
1514,Stefan Bell,2,68,26.0,2250.0,0.0,0.0,1.6,0.0,0.0,0.0,44.0,42.1,3500000,4
1515,Jean-Paul Boetius,3,68,24.0,2127.0,4.0,7.0,2.6,0.0,0.0,0.0,0.0,0.0,6000000,4
1516,Daniel Brosinski,2,68,30.0,2203.0,3.0,5.0,3.1,0.0,0.0,0.0,50.0,45.1,2500000,4
1517,Jonathan Burkardt,4,68,18.0,259.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1750000,4
1518,Ahmet Gurleyen,2,68,19.0,13.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,400000,4
1519,Alexander Hack,2,68,24.0,1020.0,1.0,1.0,0.9,0.0,0.0,0.0,26.0,23.8,2500000,4
1520,Gerrit Holtmann,4,68,23.0,145.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1500000,4
1521,Danny Latza,3,68,28.0,1863.0,0.0,3.0,2.9,0.0,0.0,0.0,0.0,0.0,4000000,4
1522,Aaron Martin,2,68,21.0,2878.0,0.0,3.0,0.8,0.0,0.0,0.0,50.0,55.7,20000000,4
1523,Jean-Philippe Mateta,4,68,21.0,2483.0,14.0,2.0,13.8,0.0,0.0,0.0,0.0,0.0,22000000,4
1524,Alexandru Maxim,3,68,28.0,579.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,2000000,4
1525,Florian Muller,1,68,20.0,2160.0,0.0,0.0,0.0,43.0,81.0,5.0,0.0,0.0,10000000,4
1526,Phillipp Mwene,2,68,24.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,1500000,4
1527,Moussa Niakhate,2,68,22.0,2789.0,1.0,1.0,1.5,0.0,0.0,0.0,53.0,53.8,14000000,4
1528,Karim Onisiwo,4,68,26.0,1161.0,7.0,3.0,5.6,0.0,0.0,0.0,0.0,0.0,3500000,4
1529,Robin Quaison,4,68,24.0,2194.0,7.0,3.0,8.5,0.0,0.0,0.0,0.0,0.0,8000000,4
1530,Anthony Ujah,4,68,27.0,735.0,4.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,1500000,4
1531,Robin Zentner,1,68,23.0,900.0,0.0,0.0,0.0,14.0,35.0,2.0,0.0,0.0,1000000,4
1532,Ihlas Bebou,3,106,24.0,1066.0,4.0,3.0,4.6,0.0,0.0,0.0,0.0,0.0,12000000,4
1533,Niclas Fullkrug,4,106,25.0,1112.0,2.0,1.0,3.8,0.0,0.0,0.0,0.0,0.0,8000000,4
1534,Philipp Tschauner,1,106,32.0,90.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,400000,4
1535,Laszlo Benes,3,31,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000,4
1536,Nico Elvedi,2,31,21.0,2623.0,2.0,1.0,1.4,0.0,0.0,0.0,37.0,44.6,30000000,4
1537,Matthias Ginter,2,31,24.0,2379.0,2.0,0.0,1.8,0.0,0.0,0.0,37.0,41.4,35000000,4
1538,Thorgan Hazard,4,31,25.0,2873.0,10.0,11.0,9.8,0.0,0.0,0.0,0.0,0.0,38000000,4
1539,Patrick Herrmann,4,31,27.0,1079.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,4500000,4
1540,Jonas Hofmann,3,31,26.0,1911.0,5.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,9000000,4
1541,Tony Jantschke,2,31,28.0,933.0,0.0,1.0,0.2,0.0,0.0,0.0,10.0,15.2,3000000,4
1542,Fabian Johnson,2,31,30.0,1012.0,1.0,0.0,1.1,0.0,0.0,0.0,16.0,18.1,3000000,4
1543,Christoph Kramer,3,31,27.0,1136.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10000000,4
1544,Michael Lang,2,31,27.0,1255.0,1.0,0.0,1.9,0.0,0.0,0.0,14.0,19.7,3000000,4
1545,Florian Neuhaus,3,31,21.0,2062.0,3.0,8.0,5.7,0.0,0.0,0.0,0.0,0.0,22000000,4
1546,Alassane Plea,4,31,25.0,2503.0,12.0,4.0,10.4,0.0,0.0,0.0,0.0,0.0,30000000,4
1547,Raffael,4,31,33.0,543.0,2.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,2500000,4
1548,Yann Sommer,1,31,29.0,3060.0,0.0,0.0,0.0,42.0,114.0,13.0,0.0,0.0,12000000,4
1549,Lars Stindl,4,31,29.0,1508.0,3.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,10000000,4
1550,Tobias Strobl,3,31,28.0,2293.0,0.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,7000000,4
1551,Ibrahima Traore,4,31,30.0,552.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,2000000,4
1552,Oscar Wendt,2,31,32.0,2731.0,1.0,1.0,0.5,0.0,0.0,0.0,38.0,46.7,2000000,4
1553,Denis Zakaria,3,31,21.0,1959.0,4.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,28000000,4
1554,Nabil Bentaleb,3,37,23.0,1792.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,10000000,4
1555,Nassim Boujellab,3,37,19.0,378.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,1500000,4
1556,Jeffrey Bruma,2,37,26.0,624.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2500000,4
1557,Guido Burgstaller,4,37,29.0,1526.0,4.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,5500000,4
1558,Daniel Caligiuri,2,37,30.0,2756.0,7.0,3.0,6.5,0.0,0.0,0.0,52.0,44.8,6500000,4
1559,Jonas Carls,4,37,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000,4
1560,Breel Embolo,4,37,21.0,1345.0,5.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,14000000,4
1561,Amine Harit,3,37,21.0,1082.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16000000,4
1562,Ahmed Kutucu,4,37,18.0,425.0,2.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,4500000,4
1563,Omar Mascarell,3,37,25.0,993.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,8000000,4
1564,Rabbi Matondo,4,37,17.0,189.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9000000,4
1565,Weston Mckennie,3,37,19.0,1746.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,20000000,4
1566,Matija Nastasic,2,37,25.0,2449.0,1.0,0.0,2.0,0.0,0.0,0.0,43.0,41.7,18000000,4
1567,Alexander Nubel,1,37,21.0,1588.0,0.0,0.0,0.0,29.0,53.0,4.0,0.0,0.0,12000000,4
1568,Bastian Oczipka,2,37,29.0,1875.0,1.0,5.0,0.4,0.0,0.0,0.0,31.0,32.8,4000000,4
1569,Sebastian Rudy,3,37,28.0,1356.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,6500000,4
1570,Salif Sane,2,37,27.0,2614.0,2.0,0.0,1.6,0.0,0.0,0.0,49.0,42.4,12000000,4
1571,Alessandro Schopf,3,37,24.0,1004.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,5000000,4
1572,Suat Serdar,3,37,21.0,1729.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13000000,4
1573,Steven Skrzybski,4,37,25.0,664.0,3.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,3500000,4
1574,Benjamin Stambouli,2,37,27.0,1763.0,0.0,2.0,0.1,0.0,0.0,0.0,31.0,31.2,10000000,4
1575,Mark Uth,4,37,26.0,1407.0,2.0,1.0,4.7,0.0,0.0,0.0,0.0,0.0,9000000,4
1576,Alexander Esswein,3,93,28.0,1251.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1000000,4
1577,Christian Gentner,3,93,32.0,2018.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,1500000,4
1578,Ozan Kabak,2,93,18.0,1350.0,3.0,0.0,1.3,0.0,0.0,0.0,32.0,27.4,15000000,4
1579,Benjamin Pavard,2,93,22.0,2610.0,0.0,0.0,0.9,0.0,0.0,0.0,57.0,48.9,35000000,4
1580,Erik Thommy,3,93,23.0,794.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,3500000,4
1581,Eduard Lowen,3,125,21.0,1623.0,3.0,2.0,3.1,0.0,0.0,0.0,0.0,0.0,7000000,4
1582,Zakaria Aboukhlal,4,55,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000,7
1583,Steven Bergwijn,4,55,20.0,2846.0,14.0,12.0,14.2,0.0,0.0,0.0,0.0,0.0,35000000,7
1584,Denzel Dumfries,2,55,22.0,2981.0,4.0,6.0,7.0,0.0,0.0,0.0,26.0,25.3,15000000,7
1585,Cody Gakpo,4,55,19.0,399.0,1.0,5.0,0.9,0.0,0.0,0.0,0.0,0.0,6000000,7
1586,Erick Gutierrez,3,55,23.0,646.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6500000,7
1587,Jorrit Hendrix,3,55,23.0,2292.0,1.0,3.0,0.9,0.0,0.0,0.0,0.0,0.0,6000000,7
1588,Mauro Junior,3,55,19.0,45.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2000000,7
1589,Donyell Malen,4,55,19.0,987.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,18000000,7
1590,Gaston Pereiro,3,55,23.0,1645.0,10.0,6.0,10.4,0.0,0.0,0.0,0.0,0.0,12000000,7
1591,Bart Ramselaar,4,55,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000,7
1592,Dante Rigo,3,55,19.0,133.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1250000,7
1593,Pablo Rosario,3,55,21.0,2757.0,0.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,13000000,7
1594,Michal Sadilek,3,55,19.0,654.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3000000,7
1595,Daniel Schwaab,2,55,29.0,2778.0,1.0,0.0,1.6,0.0,0.0,0.0,25.0,24.4,3500000,7
1596,Jordan Teze,2,55,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,500000,7
1597,Nick Viergever,2,55,28.0,3006.0,3.0,1.0,2.8,0.0,0.0,0.0,24.0,24.5,4000000,7
1598,Jeroen Zoet,1,55,27.0,3060.0,0.0,0.0,0.0,26.0,58.0,16.0,0.0,0.0,12000000,7
1599,Amir Absalem,2,105,21.0,163.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.6,400000,7
1600,Iliass Bel Hassani,3,105,25.0,935.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,800000,7
1601,Michael Breij,3,105,21.0,385.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,400000,7
1602,Ritsu Doan,3,105,20.0,2629.0,5.0,3.0,8.9,0.0,0.0,0.0,0.0,0.0,10000000,7
1603,Jesper Drost,3,105,25.0,102.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,600000,7
1604,Paul Gladon,4,105,26.0,493.0,5.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,600000,7
1605,Ajdin Hrustic,3,105,22.0,1014.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,500000,7
1606,Daniel Van Kaam,3,105,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000,7
1607,Samir Memisevic,3,105,24.0,2970.0,4.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,2500000,7
1608,Sergio Padt,1,105,28.0,3060.0,0.0,0.0,0.0,41.0,95.0,12.0,0.0,0.0,2000000,7
1609,Mike Te Wierik,2,105,26.0,2955.0,0.0,1.0,1.3,0.0,0.0,0.0,41.0,43.9,1250000,7
1610,Django Warmerdam,3,105,22.0,1858.0,2.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,800000,7
1611,Deyovaisio Zeefuik,2,105,20.0,2654.0,1.0,1.0,1.5,0.0,0.0,0.0,34.0,37.5,1500000,7
1612,Jafar Arias,4,124,23.0,1973.0,4.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,500000,7
1613,Nick Bakker,2,124,26.0,2921.0,1.0,1.0,1.6,0.0,0.0,0.0,66.0,57.3,400000,7
1614,Glenn Bijl,3,124,23.0,2867.0,2.0,4.0,3.1,0.0,0.0,0.0,0.0,0.0,900000,7
1615,Henk Bos,3,124,25.0,147.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,125000,7
1616,Michael Chacon,3,124,24.0,2597.0,2.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,700000,7
1617,Anco Jansen,4,124,29.0,2394.0,5.0,7.0,4.7,0.0,0.0,0.0,0.0,0.0,700000,7
1618,Michael De Leeuw,3,124,31.0,1309.0,3.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,600000,7
1619,Wouter Marinus,3,124,23.0,309.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,400000,7
1620,Reuven Niemeijer,4,124,23.0,876.0,2.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,450000,7
1621,Kjell Scherpen,1,124,18.0,3045.0,0.0,0.0,0.0,72.0,123.0,3.0,0.0,0.0,1500000,7
1622,Luciano Slagveer,4,124,24.0,1378.0,3.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,500000,7
1623,Dennis Telgenkamp,1,124,31.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,200000,7
1624,Keziah Veendorp,2,124,21.0,2246.0,1.0,2.0,0.3,0.0,0.0,0.0,57.0,51.6,600000,7
1625,Robbert De Vos,3,124,22.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000,7
1626,Yassin Ayoub,3,83,24.0,230.0,2.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,2500000,7
1627,Sven Van Beek,2,83,24.0,1868.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,25.3,2500000,7
1628,Steven Berghuis,4,83,26.0,2876.0,12.0,12.0,15.9,0.0,0.0,0.0,0.0,0.0,13000000,7
1629,Justin Bijlow,1,83,20.0,1410.0,0.0,0.0,0.0,20.0,48.0,5.0,0.0,0.0,3000000,7
1630,Eric Botteghin,2,83,30.0,1778.0,2.0,1.0,2.9,0.0,0.0,0.0,24.0,24.9,1500000,7
1631,Wouter Burger,3,83,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000,7
1632,Jordy Clasie,3,83,27.0,2714.0,1.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,3000000,7
1633,Jan-Arie Van Der Heijden,2,83,30.0,2034.0,2.0,0.0,2.0,0.0,0.0,0.0,28.0,27.8,1500000,7
1634,Lutsharel Geertruida,2,83,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,500000,7
1635,Ridgeciano Haps,2,83,25.0,523.0,0.0,0.0,0.3,0.0,0.0,0.0,8.0,8.7,6000000,7
1636,Nicolai Jorgensen,4,83,27.0,1412.0,7.0,2.0,6.2,0.0,0.0,0.0,0.0,0.0,7500000,7
1637,Orkun Kokcu,3,83,17.0,528.0,3.0,4.0,2.2,0.0,0.0,0.0,0.0,0.0,7000000,7
1638,Sam Larsson,4,83,25.0,2503.0,6.0,8.0,5.1,0.0,0.0,0.0,0.0,0.0,6000000,7
1639,Tyrell Malacia,2,83,18.0,1506.0,3.0,0.0,0.7,0.0,0.0,0.0,17.0,19.4,3000000,7
1640,Bart Nieuwkoop,2,83,22.0,728.0,0.0,0.0,1.2,0.0,0.0,0.0,8.0,10.0,1500000,7
1641,Luis Sinisterra,4,83,19.0,54.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1750000,7
1642,Jens Toornstra,3,83,29.0,2333.0,8.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,4000000,7
1643,Dylan Vente,4,83,19.0,541.0,1.0,2.0,2.1,0.0,0.0,0.0,0.0,0.0,800000,7
1644,Calvin Verdonk,2,83,21.0,999.0,1.0,2.0,0.2,0.0,0.0,0.0,16.0,15.0,2000000,7
1645,Kenneth Vermeer,1,83,32.0,1511.0,0.0,0.0,0.0,20.0,57.0,4.0,0.0,0.0,2000000,7
1646,Jean-Christophe Bahebeck,4,97,25.0,688.0,3.0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,1500000,7
1647,Riechedly Bazoer,3,97,21.0,890.0,3.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,2500000,7
1648,Mark Van Der Maarel,2,97,28.0,751.0,0.0,1.0,0.2,0.0,0.0,0.0,19.0,15.6,800000,7
1649,Cyriel Dessers,4,97,23.0,348.0,3.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1000000,7
1650,Urby Emanuelson,3,97,32.0,1660.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1000000,7
1651,Simon Gustafson,3,97,23.0,2775.0,8.0,6.0,7.2,0.0,0.0,0.0,0.0,0.0,3000000,7
1652,Leon Guwara,2,97,22.0,882.0,0.0,0.0,0.2,0.0,0.0,0.0,15.0,16.1,900000,7
1653,Willem Janssen,2,97,32.0,2865.0,6.0,0.0,3.4,0.0,0.0,0.0,46.0,48.9,2000000,7
1654,David Jensen,1,97,26.0,2970.0,0.0,1.0,0.0,51.0,95.0,8.0,0.0,0.0,1750000,7
1655,Gyrano Kerk,4,97,22.0,2559.0,8.0,8.0,7.1,0.0,0.0,0.0,0.0,0.0,5000000,7
1656,Sean Klaiber,2,97,24.0,2963.0,2.0,5.0,1.4,0.0,0.0,0.0,50.0,49.8,3000000,7
1657,Michiel Kramer,4,97,29.0,425.0,1.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,650000,7
1658,Simon Makienok,4,97,27.0,86.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,700000,7
1659,Joris Van Overeem,3,97,24.0,2612.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1750000,7
1660,Maarten Paes,1,97,20.0,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,900000,7
1661,Sander Van De Streek,3,97,25.0,2367.0,8.0,2.0,9.1,0.0,0.0,0.0,0.0,0.0,3000000,7
1662,Rico Strieder,3,97,26.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,7
